eventid|venueid|catid|eventname|starttime
8470|97|9|Emmylou Harris|2008-10-29 19:30:00.000000
793|220|6|Jersey Boys|2008-10-30 15:00:00.000000
1159|240|6|Chicago|2008-10-30 14:30:00.000000
1227|231|6|Grease|2008-10-30 15:00:00.000000
2738|232|7|The Farnsworth Invention|2008-10-30 15:00:00.000000
3353|204|7|Thurgood|2008-10-30 19:30:00.000000
3742|201|7|Othello|2008-10-30 19:30:00.000000
8757|30|9|Robert Cray Band|2008-10-30 19:30:00.000000
292|304|8|La Traviata|2008-10-31 19:30:00.000000
595|222|6|Memphis - The Birth of Rock n Roll|2008-10-31 20:00:00.000000
774|202|6|A Catered Affair|2008-10-31 15:00:00.000000
1707|259|6|Legally Blonde|2008-10-31 19:00:00.000000
2190|247|7|Passing Strange|2008-10-31 19:00:00.000000
2448|242|7|The Caucasian Chalk Circle|2008-10-31 14:00:00.000000
3581|248|7|Oedipus the King|2008-10-31 15:00:00.000000
7077|5|9|Trisha Yearwood|2008-10-31 19:30:00.000000
7584|33|9|.38 Special|2008-10-31 19:00:00.000000
8117|72|9|ZZ Top|2008-10-31 14:00:00.000000
657|246|6|Mamma Mia!|2008-11-01 19:00:00.000000
680|230|6|Billy Elliot the Musical|2008-11-01 20:00:00.000000
1512|251|6|Folies Bergere|2008-11-01 14:00:00.000000
3459|248|7|Wicked|2008-11-01 19:30:00.000000
4266|8|9|Buckcherry|2008-11-01 19:00:00.000000
4513|128|9|Tegan and Sara|2008-11-01 20:00:00.000000
5103|120|9|Vince Gill|2008-11-01 15:00:00.000000
5248|26|9|Cafe Tacuba|2008-11-01 14:00:00.000000
5360|21|9|America|2008-11-01 19:00:00.000000
6549|29|9|Fleet Foxes|2008-11-01 19:30:00.000000
8108|116|9|Ringo Starr|2008-11-01 19:30:00.000000
8392|117|9|Steely Dan|2008-11-01 15:00:00.000000
8558|105|9|Alice Cooper|2008-11-01 19:00:00.000000
167|308|8|Boris Godunov|2008-11-02 19:30:00.000000
392|308|8|Die Walkure|2008-11-02 20:00:00.000000
1964|228|7|The Farnsworth Invention|2008-11-02 15:00:00.000000
2639|211|7|Our Town|2008-11-02 20:00:00.000000
2916|217|7|Hamlet|2008-11-02 15:00:00.000000
3226|212|7|November|2008-11-02 14:00:00.000000
3849|113|9|Michael Buble|2008-11-02 20:00:00.000000
4703|23|9|Suzanne Vega|2008-11-02 20:00:00.000000
5148|51|9|Joe Satriani|2008-11-02 14:00:00.000000
5329|82|9|Fab Faux|2008-11-02 15:00:00.000000
6224|88|9|Sara Bareilles|2008-11-02 14:00:00.000000
6275|100|9|Weird Al Yankovic|2008-11-02 19:30:00.000000
6998|118|9|Burt Bacharach|2008-11-02 14:00:00.000000
7105|52|9|Red Hot Chili Peppers|2008-11-02 14:00:00.000000
7384|50|9|Patty Griffin|2008-11-02 19:00:00.000000
8601|75|9|Built To Spill|2008-11-02 14:00:00.000000
2862|241|7|Spring Awakening|2008-11-03 14:00:00.000000
5021|79|9|David Sanborn|2008-11-03 19:30:00.000000
5133|112|9|Sound Tribe Sector 9|2008-11-03 19:00:00.000000
5852|126|9|Jill Scott|2008-11-03 14:00:00.000000
6500|69|9|Red Hot Chili Peppers|2008-11-03 19:30:00.000000
7436|24|9|Sara Bareilles|2008-11-03 14:00:00.000000
7900|105|9|Teddy Geiger|2008-11-03 14:00:00.000000
8176|71|9|Counting Crows|2008-11-03 19:30:00.000000
1103|238|6|Gypsy|2008-11-04 14:30:00.000000
2422|243|7|The 39 Steps|2008-11-04 14:00:00.000000
2967|244|7|Iphigenia|2008-11-04 20:00:00.000000
3137|208|7|August: Osage County|2008-11-04 14:30:00.000000
3621|239|7|Rhinoceros|2008-11-04 20:00:00.000000
4156|105|9|Kansas|2008-11-04 14:00:00.000000
4541|19|9|Donna Summer|2008-11-04 20:00:00.000000
4580|13|9|Steely Dan|2008-11-04 19:30:00.000000
4857|108|9|The Guess Who|2008-11-04 19:00:00.000000
5534|36|9|Patty Griffin|2008-11-04 19:00:00.000000
6554|126|9|Huey Lewis and the News|2008-11-04 14:00:00.000000
7368|94|9|Avril Lavigne|2008-11-04 19:00:00.000000
7458|71|9|Dandy Warhols|2008-11-04 19:00:00.000000
7825|109|9|Guitars and Saxes|2008-11-04 19:30:00.000000
8105|68|9|Citizen Cope|2008-11-04 14:00:00.000000
390|303|8|Tristan und Isolde|2008-11-05 14:00:00.000000
800|246|6|Jersey Boys|2008-11-05 14:30:00.000000
959|249|6|Seven Brides for Seven Brothers|2008-11-05 20:00:00.000000
1059|220|6|Gypsy|2008-11-05 19:00:00.000000
1379|210|6|Grease|2008-11-05 19:30:00.000000
2146|217|7|The Frogs|2008-11-05 14:30:00.000000
3361|210|7|Othello|2008-11-05 19:30:00.000000
3562|245|7|A Streetcar Named Desire|2008-11-05 14:30:00.000000
4433|96|9|Rock the Bells|2008-11-05 14:00:00.000000
4559|1|9|Creedence Clearwater Revisited|2008-11-05 14:00:00.000000
5620|67|9|Ice Cube|2008-11-05 14:00:00.000000
6465|37|9|Merle Haggard|2008-11-05 15:00:00.000000
6540|31|9|Colbie Caillat|2008-11-05 19:30:00.000000
6637|29|9|Matchbox Twenty|2008-11-05 15:00:00.000000
7345|22|9|Robert Plant and Alison Krauss|2008-11-05 19:00:00.000000
8317|102|9|Killing Joke|2008-11-05 19:30:00.000000
763|209|6|Pal Joey|2008-11-06 14:00:00.000000
2659|214|7|The Bacchae|2008-11-06 19:30:00.000000
3151|204|7|The Caucasian Chalk Circle|2008-11-06 19:30:00.000000
4005|110|9|The Raconteurs|2008-11-06 19:00:00.000000
4974|123|9|Peter Frampton|2008-11-06 19:00:00.000000
6674|11|9|Fab Faux|2008-11-06 19:30:00.000000
6837|51|9|Chris Botti|2008-11-06 19:00:00.000000
7284|94|9|Backstreet Boys|2008-11-06 15:00:00.000000
7684|98|9|Kenny Loggins|2008-11-06 19:00:00.000000
7820|16|9|Hot Tuna|2008-11-06 14:00:00.000000
211|306|8|La Boheme|2008-11-07 19:30:00.000000
1590|259|6|Folies Bergere|2008-11-07 14:00:00.000000
2280|201|7|The Homecoming|2008-11-07 19:30:00.000000
3741|226|7|Avenue Q|2008-11-07 19:00:00.000000
3818|82|9|Akon|2008-11-07 15:00:00.000000
4949|122|9|Anita Baker|2008-11-07 14:00:00.000000
5188|109|9|Red Hot Chili Peppers|2008-11-07 15:00:00.000000
5250|38|9|Dave Matthews Band|2008-11-07 14:00:00.000000
5836|63|9|Suzanne Vega|2008-11-07 19:30:00.000000
6755|19|9|Brand New|2008-11-07 19:00:00.000000
7637|96|9|The Raconteurs|2008-11-07 19:00:00.000000
7715|9|9|Melissa Etheridge|2008-11-07 19:00:00.000000
8143|57|9|Lyle Lovett|2008-11-07 19:30:00.000000
8433|97|9|Crue Fest|2008-11-07 19:00:00.000000
1507|259|6|Le Reve|2008-11-08 14:30:00.000000
6264|101|9|Jimmy Eat World|2008-11-08 14:00:00.000000
6568|49|9|Stray Cats|2008-11-08 19:00:00.000000
6866|70|9|Smokey Robinson|2008-11-08 15:00:00.000000
8199|84|9|Arlo Guthrie|2008-11-08 15:00:00.000000
374|308|8|Boris Godunov|2008-11-09 15:00:00.000000
1006|223|6|Jersey Boys|2008-11-09 14:00:00.000000
2184|232|7|Macbeth|2008-11-09 20:00:00.000000
3341|207|7|Othello|2008-11-09 15:00:00.000000
4131|37|9|Rick Braun|2008-11-09 19:30:00.000000
4429|14|9|Montgomery Gentry|2008-11-09 14:00:00.000000
5907|56|9|Dixie Chicks|2008-11-09 15:00:00.000000
6855|80|9|Celtic Thunder|2008-11-09 19:30:00.000000
7162|49|9|Led Zeppelin|2008-11-09 19:30:00.000000
253|308|8|Il Trovatore|2008-11-10 15:00:00.000000
629|213|6|Seven Brides for Seven Brothers|2008-11-10 19:00:00.000000
990|222|6|Hairspray|2008-11-10 20:00:00.000000
1190|207|6|A Chorus Line|2008-11-10 19:30:00.000000
3405|240|7|The Seagull|2008-11-10 15:00:00.000000
4271|95|9|Duffy|2008-11-10 19:30:00.000000
5935|86|9|Cypress Hill|2008-11-10 15:00:00.000000
6259|78|9|Simple Plan|2008-11-10 15:00:00.000000
6762|14|9|Jack Johnson|2008-11-10 15:00:00.000000
6915|10|9|Foo Fighters|2008-11-10 19:00:00.000000
8036|44|9|Mars Volta|2008-11-10 19:00:00.000000
8150|38|9|Britney Spears|2008-11-10 14:00:00.000000
8162|30|9|Jim Brickman|2008-11-10 19:00:00.000000
2796|205|7|Electra|2008-11-11 15:00:00.000000
2897|228|7|As You Like It|2008-11-11 20:00:00.000000
3144|204|7|A Streetcar Named Desire|2008-11-11 15:00:00.000000
3524|213|7|Avenue Q|2008-11-11 20:00:00.000000
3711|205|7|Hedda Gabler|2008-11-11 15:00:00.000000
3872|130|9|El Tri|2008-11-11 14:00:00.000000
4136|92|9|The Rowdy Frynds Tour|2008-11-11 20:00:00.000000
4593|107|9|Children of Bodom|2008-11-11 19:00:00.000000
5998|79|9|Bamboozle Left|2008-11-11 15:00:00.000000
6019|24|9|Decemberists|2008-11-11 19:00:00.000000
7650|17|9|Nick Cave|2008-11-11 15:00:00.000000
8293|2|9|Jonas Brothers|2008-11-11 19:30:00.000000
831|235|6|Hairspray|2008-11-12 20:00:00.000000
2193|207|7|The Caretaker|2008-11-12 19:00:00.000000
2719|224|7|A Midsummer Night's Dream|2008-11-12 14:00:00.000000
5509|49|9|Bette Midler|2008-11-12 19:30:00.000000
5857|50|9|Snoop Dogg|2008-11-12 15:00:00.000000
6406|101|9|The Who|2008-11-12 19:30:00.000000
8758|1|9|Bryan Adams|2008-11-12 19:30:00.000000
330|300|8|Orfeo ed Euridice|2008-11-13 19:30:00.000000
1116|226|6|Les Miserables|2008-11-13 14:30:00.000000
2708|213|7|A Man For All Seasons|2008-11-13 19:00:00.000000
3669|222|7|The 39 Steps|2008-11-13 15:00:00.000000
3851|27|9|Joe Cocker|2008-11-13 15:00:00.000000
4454|61|9|Eddie Money|2008-11-13 15:00:00.000000
4572|14|9|Gogol Bordello|2008-11-13 20:00:00.000000
5018|32|9|Conor Oberst|2008-11-13 14:00:00.000000
5439|48|9|Dixie Chicks|2008-11-13 14:00:00.000000
6610|128|9|Britney Spears|2008-11-13 15:00:00.000000
7056|55|9|Counting Crows|2008-11-13 19:30:00.000000
1506|254|6|Folies Bergere|2008-11-14 15:00:00.000000
3012|203|7|A Christmas Carol|2008-11-14 15:00:00.000000
3307|227|7|Scrooge|2008-11-14 15:00:00.000000
4260|74|9|Eric Clapton|2008-11-14 14:00:00.000000
4682|73|9|Kool and The Gang|2008-11-14 19:00:00.000000
4845|52|9|Rod Stewart|2008-11-14 19:30:00.000000
5336|69|9|Insane Clown Posse|2008-11-14 15:00:00.000000
5399|27|9|Lenny Kravitz|2008-11-14 14:00:00.000000
5755|52|9|Demi Lovato|2008-11-14 19:30:00.000000
6365|95|9|Linda Ronstadt|2008-11-14 14:00:00.000000
6658|93|9|Juan Luis Guerra|2008-11-14 19:30:00.000000
7689|29|9|LeAnn Rimes|2008-11-14 15:00:00.000000
8709|116|9|Iron and Wine|2008-11-14 15:00:00.000000
8717|29|9|Robert Plant and Alison Krauss|2008-11-14 15:00:00.000000
598|228|6|The King and I|2008-11-15 14:30:00.000000
626|240|6|Billy Elliot the Musical|2008-11-15 14:30:00.000000
941|237|6|Gypsy|2008-11-15 20:00:00.000000
1279|242|6|The Little Mermaid|2008-11-15 19:00:00.000000
2168|238|7|Macbeth|2008-11-15 19:00:00.000000
2580|211|7|Julius Caesar|2008-11-15 15:00:00.000000
2899|247|7|Our Town|2008-11-15 14:30:00.000000
4442|17|9|John Mellencamp|2008-11-15 20:00:00.000000
5710|44|9|Journey|2008-11-15 19:00:00.000000
6167|38|9|War|2008-11-15 19:00:00.000000
6412|40|9|Hall and Oates|2008-11-15 19:30:00.000000
8674|60|9|Fergie|2008-11-15 19:00:00.000000
370|307|8|La Boheme|2008-11-16 20:00:00.000000
401|302|8|The Birds (Die Vogel)|2008-11-16 14:30:00.000000
922|200|6|Mamma Mia!|2008-11-16 19:30:00.000000
1840|237|7|A Doll's House|2008-11-16 20:00:00.000000
4099|121|9|Montgomery Gentry|2008-11-16 20:00:00.000000
4380|5|9|Bow Wow|2008-11-16 19:30:00.000000
5012|111|9|At The Gates|2008-11-16 14:00:00.000000
5292|61|9|Paramore|2008-11-16 15:00:00.000000
5321|114|9|Tesla|2008-11-16 15:00:00.000000
5378|52|9|Daughtry|2008-11-16 19:30:00.000000
6427|8|9|America|2008-11-16 19:00:00.000000
6497|29|9|Backstreet Boys|2008-11-16 14:00:00.000000
7299|68|9|Billy Idol|2008-11-16 14:00:00.000000
7971|30|9|Stone Temple Pilots|2008-11-16 14:00:00.000000
8692|85|9|Cold War Kids|2008-11-16 14:00:00.000000
447|304|8|Thais|2008-11-17 19:30:00.000000
1411|218|6|The Phantom of the Opera|2008-11-17 15:00:00.000000
2419|226|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-11-17 14:30:00.000000
2574|239|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-11-17 19:00:00.000000
3610|231|7|The Farnsworth Invention|2008-11-17 19:00:00.000000
4071|92|9|Nas|2008-11-17 20:00:00.000000
4367|114|9|The Black Keys|2008-11-17 15:00:00.000000
4416|109|9|Colbie Caillat|2008-11-17 15:00:00.000000
4431|31|9|Wisin y Yandel|2008-11-17 20:00:00.000000
4517|7|9|Irish Tenors|2008-11-17 19:00:00.000000
5666|60|9|Ween|2008-11-17 19:00:00.000000
6471|42|9|Sevendust|2008-11-17 19:30:00.000000
6909|98|9|Dennis DeYoung|2008-11-17 15:00:00.000000
7075|39|9|Doobie Brothers|2008-11-17 19:30:00.000000
7775|34|9|Black Kids|2008-11-17 19:30:00.000000
8611|95|9|David Byrne|2008-11-17 14:00:00.000000
8732|42|9|American Idols Live|2008-11-17 19:00:00.000000
27|304|8|Gotterdammerung|2008-11-18 19:30:00.000000
97|304|8|Doctor Atomic|2008-11-18 19:00:00.000000
1064|202|6|Flower Drum Song|2008-11-18 20:00:00.000000
1114|236|6|Oliver!|2008-11-18 14:00:00.000000
1765|255|6|Folies Bergere|2008-11-18 20:00:00.000000
1801|204|7|The Homecoming|2008-11-18 19:30:00.000000
2058|249|7|Rock 'n' Roll|2008-11-18 14:00:00.000000
2506|213|7|The Seafarer|2008-11-18 14:30:00.000000
2888|214|7|Hedda Gabler|2008-11-18 19:30:00.000000
3800|211|7|Waiting for Godot|2008-11-18 15:00:00.000000
4573|17|9|Tegan and Sara|2008-11-18 14:00:00.000000
4790|88|9|Garth Brooks|2008-11-18 19:30:00.000000
5217|61|9|Beck|2008-11-18 19:00:00.000000
5385|63|9|Jesse Lacey|2008-11-18 19:00:00.000000
6659|108|9|My Morning Jacket|2008-11-18 14:00:00.000000
8406|20|9|Bob Dylan|2008-11-18 19:00:00.000000
8579|105|9|Anita Baker|2008-11-18 15:00:00.000000
8586|111|9|Conor Oberst|2008-11-18 15:00:00.000000
35|309|8|Salome|2008-11-19 19:00:00.000000
516|238|6|Jersey Boys|2008-11-19 15:00:00.000000
588|209|6|Legally Blonde|2008-11-19 20:00:00.000000
975|247|6|Curtains|2008-11-19 14:00:00.000000
1464|220|6|The Little Mermaid|2008-11-19 14:00:00.000000
2330|242|7|Scrooge|2008-11-19 19:00:00.000000
2439|206|7|Spring Awakening|2008-11-19 15:00:00.000000
3651|230|7|Spring Awakening|2008-11-19 14:00:00.000000
6235|4|9|Chris Isaak|2008-11-19 19:30:00.000000
6708|101|9|Ray Davies|2008-11-19 14:00:00.000000
7797|30|9|Billy Joel|2008-11-19 19:00:00.000000
8782|9|9|Brad Paisley|2008-11-19 15:00:00.000000
796|223|6|State Fair|2008-11-20 15:00:00.000000
2409|249|7|The Country Girl|2008-11-20 14:30:00.000000
2983|210|7|Passing Strange|2008-11-20 19:30:00.000000
3164|217|7|All My Sons|2008-11-20 19:30:00.000000
3381|212|7|Wicked|2008-11-20 19:30:00.000000
6498|105|9|Backstreet Boys|2008-11-20 14:00:00.000000
6865|112|9|Coheed and Cambria|2008-11-20 19:30:00.000000
7347|94|9|Voodoo Music Experience|2008-11-20 15:00:00.000000
7782|32|9|Trisha Yearwood|2008-11-20 19:00:00.000000
2562|237|7|Thurgood|2008-11-21 15:00:00.000000
3029|228|7|Romeo and Juliet|2008-11-21 19:30:00.000000
3693|221|7|The Homecoming|2008-11-21 19:30:00.000000
4318|27|9|Tony Bennett|2008-11-21 14:00:00.000000
4526|22|9|Wyclef Jean|2008-11-21 19:30:00.000000
5265|23|9|Conor Oberst|2008-11-21 14:00:00.000000
5794|95|9|Charlie Daniels Band|2008-11-21 19:30:00.000000
6613|107|9|Ben E. King|2008-11-21 14:00:00.000000
18|306|8|Gotterdammerung|2008-11-22 19:00:00.000000
315|307|8|Madama Butterfly|2008-11-22 14:00:00.000000
1203|237|6|Kiss Me Kate|2008-11-22 15:00:00.000000
1669|263|6|Le Reve|2008-11-22 14:30:00.000000
2660|201|7|The Glass Menagerie|2008-11-22 14:30:00.000000
3326|216|7|Scrooge|2008-11-22 19:00:00.000000
3347|206|7|Glengarry Glen Ross|2008-11-22 20:00:00.000000
3348|219|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-11-22 15:00:00.000000
4859|36|9|Brooks and Dunn|2008-11-22 14:00:00.000000
5572|86|9|Bonnie Raitt|2008-11-22 19:30:00.000000
5610|79|9|Hannah Montana|2008-11-22 19:00:00.000000
6321|29|9|Linda Eder|2008-11-22 19:30:00.000000
6929|60|9|Styx|2008-11-22 19:00:00.000000
8172|40|9|Tokyo Police Club|2008-11-22 15:00:00.000000
8360|30|9|Great Big Sea|2008-11-22 14:00:00.000000
8466|42|9|Gary Allan|2008-11-22 15:00:00.000000
244|301|8|Simon Boccanegra|2008-11-23 19:00:00.000000
996|220|6|Mary Poppins|2008-11-23 20:00:00.000000
1288|241|6|The Lion King|2008-11-23 14:30:00.000000
2830|231|7|The Country Girl|2008-11-23 15:00:00.000000
3183|241|7|Hedda Gabler|2008-11-23 20:00:00.000000
4918|14|9|Brad Paisley|2008-11-23 14:00:00.000000
7044|87|9|Dolly Parton|2008-11-23 19:30:00.000000
7311|48|9|Hootie and the Blowfish|2008-11-23 15:00:00.000000
7760|49|9|Cowboy Junkies|2008-11-23 15:00:00.000000
7891|106|9|Joe Cocker|2008-11-23 19:30:00.000000
8713|49|9|Dixie Chicks|2008-11-23 19:30:00.000000
255|300|8|Carmen|2008-11-24 19:00:00.000000
944|232|6|Gypsy|2008-11-24 19:00:00.000000
1045|211|6|Mary Poppins|2008-11-24 14:00:00.000000
3046|206|7|Spring Awakening|2008-11-24 19:00:00.000000
3550|218|7|Rock 'n' Roll|2008-11-24 15:00:00.000000
3881|18|9|Steve Miller Band|2008-11-24 15:00:00.000000
5910|7|9|Enrique Iglesias|2008-11-24 15:00:00.000000
6488|87|9|Natasha Bedingfield|2008-11-24 14:00:00.000000
6577|111|9|Armando Manzanero|2008-11-24 14:00:00.000000
7678|46|9|Arlo Guthrie|2008-11-24 14:00:00.000000
311|302|8|Boris Godunov|2008-11-25 14:30:00.000000
619|248|6|Memphis - The Birth of Rock n Roll|2008-11-25 14:30:00.000000
1178|218|6|South Pacific|2008-11-25 19:30:00.000000
1239|202|6|Seven Brides for Seven Brothers|2008-11-25 15:00:00.000000
2798|232|7|Hedda Gabler|2008-11-25 19:00:00.000000
4228|117|9|Bow Wow|2008-11-25 14:00:00.000000
4280|38|9|Fergie|2008-11-25 20:00:00.000000
4446|129|9|O.A.R.|2008-11-25 19:00:00.000000
4610|123|9|Wyclef Jean|2008-11-25 20:00:00.000000
4822|13|9|Colbie Caillat|2008-11-25 14:00:00.000000
5502|15|9|Vanessa Hudgens|2008-11-25 14:00:00.000000
6145|65|9|Huey Lewis and the News|2008-11-25 19:30:00.000000
7120|116|9|Robert Cray Band|2008-11-25 15:00:00.000000
7238|42|9|Garth Brooks|2008-11-25 19:30:00.000000
7459|73|9|Trace Adkins|2008-11-25 14:00:00.000000
7868|102|9|Danny Nova|2008-11-25 19:00:00.000000
1225|238|6|Jersey Boys|2008-11-26 14:00:00.000000
1598|255|6|Spamalot|2008-11-26 14:00:00.000000
2433|245|7|A Midsummer Night's Dream|2008-11-26 15:00:00.000000
2926|236|7|The Farnsworth Invention|2008-11-26 19:30:00.000000
2944|228|7|Woyzeck|2008-11-26 15:00:00.000000
3409|222|7|The 39 Steps|2008-11-26 19:00:00.000000
4628|130|9|Charlie Daniels Band|2008-11-26 14:00:00.000000
4696|23|9|Oliver Dragojevic|2008-11-26 19:00:00.000000
5803|99|9|Madonna|2008-11-26 19:00:00.000000
6421|55|9|David Byrne|2008-11-26 19:30:00.000000
6838|83|9|Oliver Dragojevic|2008-11-26 14:00:00.000000
7234|57|9|Oliver Dragojevic|2008-11-26 15:00:00.000000
7685|92|9|Dropkick Murphys|2008-11-26 15:00:00.000000
424|303|8|Thais|2008-11-27 15:00:00.000000
887|203|6|The Phantom of the Opera|2008-11-27 15:00:00.000000
2263|238|7|Cirque du Soleil|2008-11-27 15:00:00.000000
3442|216|7|Rhinoceros|2008-11-27 20:00:00.000000
3990|73|9|Madonna|2008-11-27 15:00:00.000000
4800|76|9|Girl Talk|2008-11-27 19:30:00.000000
5191|55|9|Eva Ayllon|2008-11-27 14:00:00.000000
5421|39|9|My Bloody Valentine|2008-11-27 19:00:00.000000
5761|63|9|Joanna Newsom|2008-11-27 19:00:00.000000
6137|82|9|Backstreet Boys|2008-11-27 14:00:00.000000
7349|56|9|Clint Black|2008-11-27 15:00:00.000000
8025|5|9|Blues Brothers|2008-11-27 15:00:00.000000
8191|84|9|Ana Gabriel|2008-11-27 19:30:00.000000
775|232|6|The Lion King|2008-11-28 20:00:00.000000
1206|221|6|High School Musical|2008-11-28 20:00:00.000000
3345|242|7|Julius Caesar|2008-11-28 20:00:00.000000
3464|228|7|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-11-28 14:30:00.000000
3932|12|9|.38 Special|2008-11-28 19:30:00.000000
4288|65|9|Mark Knopfler|2008-11-28 19:30:00.000000
4588|52|9|Susan Tedeschi|2008-11-28 15:00:00.000000
5419|54|9|Insane Clown Posse|2008-11-28 14:00:00.000000
6300|17|9|Black Eyed Peas|2008-11-28 19:00:00.000000
7835|44|9|Armando Manzanero|2008-11-28 14:00:00.000000
1735|262|6|Beatles LOVE|2008-11-29 14:30:00.000000
2997|225|7|Passing Strange|2008-11-29 14:00:00.000000
3118|230|7|A Doll's House|2008-11-29 20:00:00.000000
3894|41|9|Lynyrd Skynyrd|2008-11-29 19:00:00.000000
4575|88|9|Blind Melon|2008-11-29 19:30:00.000000
5186|71|9|Insane Clown Posse|2008-11-29 14:00:00.000000
7576|8|9|Eagles|2008-11-29 19:00:00.000000
802|220|6|Mary Poppins|2008-11-30 15:00:00.000000
1582|258|6|Mystere Cirque du Soleil|2008-11-30 15:00:00.000000
1925|224|7|Rock 'n' Roll|2008-11-30 14:00:00.000000
2008|235|7|Glengarry Glen Ross|2008-11-30 14:30:00.000000
2115|204|7|The Seafarer|2008-11-30 14:30:00.000000
5618|19|9|Toad The Wet Sprocket|2008-11-30 14:00:00.000000
6428|18|9|Third Day|2008-11-30 14:00:00.000000
6656|40|9|Sara Bareilles|2008-11-30 19:30:00.000000
6701|41|9|Sigur Ros|2008-11-30 19:30:00.000000
7208|40|9|Sugarland|2008-11-30 15:00:00.000000
52|307|8|Madama Butterfly|2008-12-01 19:00:00.000000
127|308|8|The Birds (Die Vogel)|2008-12-01 14:00:00.000000
790|219|6|Oliver!|2008-12-01 19:00:00.000000
1868|206|7|A Man For All Seasons|2008-12-01 19:00:00.000000
1927|215|7|The Caretaker|2008-12-01 19:30:00.000000
2101|210|7|Hedda Gabler|2008-12-01 14:00:00.000000
2387|226|7|Passing Strange|2008-12-01 20:00:00.000000
2766|231|7|Uncle Vanya|2008-12-01 20:00:00.000000
3444|206|7|Young Frankenstein|2008-12-01 20:00:00.000000
3558|201|7|A Tale of Two Cities|2008-12-01 15:00:00.000000
3686|232|7|A Christmas Carol|2008-12-01 20:00:00.000000
5160|88|9|Conor Oberst|2008-12-01 14:00:00.000000
5227|124|9|Brand New|2008-12-01 19:30:00.000000
5341|46|9|Rock To Win At the DNC|2008-12-01 19:00:00.000000
5708|73|9|Coheed and Cambria|2008-12-01 19:30:00.000000
5891|97|9|Bryan Adams|2008-12-01 14:00:00.000000
7467|65|9|Dolly Parton|2008-12-01 14:00:00.000000
7599|94|9|Kiss|2008-12-01 19:30:00.000000
353|309|8|Simon Boccanegra|2008-12-02 14:00:00.000000
1597|263|6|Mystere Cirque du Soleil|2008-12-02 14:00:00.000000
2333|205|7|The Bacchae|2008-12-02 20:00:00.000000
3039|225|7|Glengarry Glen Ross|2008-12-02 14:30:00.000000
5266|123|9|Natasha Bedingfield|2008-12-02 19:00:00.000000
5480|13|9|Sammy Hagar|2008-12-02 19:30:00.000000
6113|65|9|Rancid|2008-12-02 15:00:00.000000
6193|107|9|Hippiefest|2008-12-02 19:00:00.000000
8362|5|9|Hootie and the Blowfish|2008-12-02 19:00:00.000000
819|211|6|Pal Joey|2008-12-03 19:00:00.000000
1122|231|6|Flower Drum Song|2008-12-03 20:00:00.000000
1363|203|6|Mary Poppins|2008-12-03 14:00:00.000000
2178|220|7|A Tale of Two Cities|2008-12-03 14:00:00.000000
3917|102|9|Mariah Carey|2008-12-03 19:00:00.000000
5690|124|9|Michael McDonald|2008-12-03 19:00:00.000000
6053|50|9|Dj Tiesto|2008-12-03 19:00:00.000000
6477|120|9|Earth Wind and Fire|2008-12-03 15:00:00.000000
7606|117|9|Crosby Stills Nash|2008-12-03 19:30:00.000000
7622|16|9|Rock To Win At the DNC|2008-12-03 14:00:00.000000
8379|49|9|Bullet for My Valentine|2008-12-03 19:30:00.000000
